cn-ls-eh.png
,Op. l. 1,,,Op. l. 2,,,Cl. line,,
,S1,S2,S3,S1,S2,S3,S1,S2,S3
G#3,0.0,0.0,0.0,26.3157894737,10.5263157895,0.0,6.48148148148,7.40740740741,11.1111111111
B3,0.0,0.0,0.0,15.7894736842,31.5789473684,0.0,17.5925925926,12.962962963,27.7777777778
C#4,0.0,3.92156862745,60.7843137255,15.7894736842,31.5789473684,54.3859649123,33.3333333333,19.4444444444,10.1851851852
C##4,0.0,0.0,1.96078431373,0.0,0.0,0.0,0.0,0.0,0.0
D#4,0.0,0.0,0.0,8.77192982456,0.0,3.50877192982,23.1481481481,20.3703703704,0.925925925926
E4,0.0,84.3137254902,17.6470588235,15.7894736842,12.2807017544,17.5438596491,4.62962962963,18.5185185185,6.48148148148
F#4,84.3137254902,11.7647058824,11.7647058824,12.2807017544,14.0350877193,17.5438596491,5.55555555556,18.5185185185,41.6666666667
G#4,15.6862745098,0.0,7.8431372549,1.75438596491,0.0,7.01754385965,2.77777777778,0.925925925926,1.85185185185
B4,0.0,0.0,0.0,3.50877192982,0.0,0.0,6.48148148148,1.85185185185,0.0
cn-ls-eh-mb.png
,Op. l. 1,,,Op. l. 2,,,Cl. line,,
,S1,S2,S3,S1,S2,S3,S1,S2,S3
G#3,0.0,0.0,0.0,32.3529411765,14.7058823529,0.0,3.84615384615,5.76923076923,21.1538461538
B3,0.0,0.0,0.0,20.5882352941,35.2941176471,0.0,23.0769230769,9.61538461538,32.6923076923
C#4,0.0,0.0,77.7777777778,23.5294117647,26.4705882353,55.8823529412,25.0,21.1538461538,19.2307692308
D#4,0.0,0.0,0.0,2.94117647059,0.0,5.88235294118,32.6923076923,28.8461538462,1.92307692308
E4,0.0,77.7777777778,5.55555555556,20.5882352941,5.88235294118,8.82352941176,5.76923076923,5.76923076923,13.4615384615
F#4,83.3333333333,22.2222222222,5.55555555556,0.0,17.6470588235,17.6470588235,9.61538461538,28.8461538462,11.5384615385
G#4,16.6666666667,0.0,11.1111111111,0.0,0.0,11.7647058824,0.0,0.0,0.0
cn-ls-eh-yb.png
,Op. l. 1,,,Op. l. 2,,,Cl. line,,
,S1,S2,S3,S1,S2,S3,S1,S2,S3
G#3,0.0,0.0,0.0,17.3913043478,4.34782608696,0.0,8.92857142857,8.92857142857,1.78571428571
B3,0.0,0.0,0.0,8.69565217391,26.0869565217,0.0,12.5,16.0714285714,23.2142857143
C#4,0.0,6.06060606061,51.5151515152,4.34782608696,39.1304347826,52.1739130435,41.0714285714,17.8571428571,1.78571428571
C##4,0.0,0.0,3.0303030303,0.0,0.0,0.0,0.0,0.0,0.0
D#4,0.0,0.0,0.0,17.3913043478,0.0,0.0,14.2857142857,12.5,0.0
E4,0.0,87.8787878788,24.2424242424,8.69565217391,21.7391304348,30.4347826087,3.57142857143,30.3571428571,0.0
F#4,84.8484848485,6.06060606061,15.1515151515,30.4347826087,8.69565217391,17.3913043478,1.78571428571,8.92857142857,69.6428571429
G#4,15.1515151515,0.0,6.06060606061,4.34782608696,0.0,0.0,5.35714285714,1.78571428571,3.57142857143
B4,0.0,0.0,0.0,8.69565217391,0.0,0.0,12.5,3.57142857143,0.0
cn-ls-xp.png
,Op. line,,,Cl. line,,
,S1,S2,S3,S1,S2,S3
G#3,0.77519379845,1.62601626016,0.0,1.62601626016,0.826446280992,0.0
B3,5.42635658915,17.8861788618,5.42635658915,13.8211382114,6.61157024793,0.0
C#4,27.9069767442,7.31707317073,10.8527131783,21.9512195122,5.78512396694,26.0162601626
D#4,2.32558139535,0.813008130081,0.0,2.43902439024,0.0,0.0
E4,16.2790697674,34.9593495935,1.5503875969,26.0162601626,23.9669421488,72.3577235772
F#4,11.6279069767,23.5772357724,72.8682170543,11.3821138211,42.9752066116,1.62601626016
G#4,30.2325581395,9.75609756098,8.52713178295,17.8861788618,9.09090909091,0.0
B4,5.42635658915,4.06504065041,0.77519379845,4.87804878049,10.7438016529,0.0
cn-ls-xp-mb.png
,Op. line,,,Cl. line,,
,S1,S2,S3,S1,S2,S3
B3,0.0,61.9047619048,19.0476190476,47.3684210526,0.0,0.0
C#4,47.619047619,0.0,33.3333333333,10.5263157895,0.0,0.0
D#4,0.0,4.7619047619,0.0,0.0,0.0,0.0
E4,19.0476190476,19.0476190476,0.0,26.3157894737,5.26315789474,100.0
F#4,0.0,14.2857142857,38.0952380952,0.0,84.2105263158,0.0
G#4,33.3333333333,0.0,9.52380952381,15.7894736842,0.0,0.0
B4,0.0,0.0,0.0,0.0,10.5263157895,0.0
cn-ls-xp-yb.png
,Op. line,,,Cl. line,,
,S1,S2,S3,S1,S2,S3
B3,0.0,26.0869565217,4.34782608696,0.0,0.0,0.0
C#4,21.7391304348,4.34782608696,21.7391304348,41.6666666667,0.0,8.33333333333
E4,4.34782608696,26.0869565217,0.0,12.5,4.16666666667,91.6666666667
F#4,0.0,43.4782608696,60.8695652174,0.0,83.3333333333,0.0
G#4,73.9130434783,0.0,13.0434782609,45.8333333333,4.16666666667,0.0
B4,0.0,0.0,0.0,0.0,8.33333333333,0.0
cn-ls-xp-kb.png
,Op. line,,,Cl. line,,
,S1,S2,S3,S1,S2,S3
G#3,1.17647058824,2.53164556962,0.0,2.5,1.28205128205,0.0
B3,8.23529411765,3.79746835443,2.35294117647,10.0,10.2564102564,0.0
C#4,24.7058823529,10.1265822785,2.35294117647,18.75,8.97435897436,37.5
D#4,3.52941176471,0.0,0.0,3.75,0.0,0.0
E4,18.8235294118,41.7721518987,2.35294117647,30.0,34.6153846154,60.0
F#4,17.6470588235,20.253164557,84.7058823529,17.5,20.5128205128,2.5
G#4,17.6470588235,15.1898734177,7.05882352941,10.0,12.8205128205,0.0
B4,8.23529411765,6.32911392405,1.17647058824,7.5,11.5384615385,0.0
cn-da-eh.png
,Op. l. 1,,,Op. l. 2,,,Cl. line,,
,S1,S2,S3,S1,S2,S3,S1,S2,S3
D#4,0.0,0.0,0.0,0.0,0.0,0.0,1.3698630137,0.0,0.0
F#4,5.26315789474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G#4,0.0,0.0,0.0,25.7142857143,14.2857142857,0.0,1.3698630137,6.84931506849,8.21917808219
A4,0.0,0.0,0.0,0.0,0.0,0.0,2.7397260274,0.0,4.1095890411
A#4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84931506849
B4,94.7368421053,0.0,0.0,25.7142857143,51.4285714286,0.0,8.21917808219,15.0684931507,57.5342465753
C#5,0.0,5.26315789474,57.8947368421,25.7142857143,22.8571428571,37.1428571429,28.7671232877,38.3561643836,13.698630137
D#5,0.0,7.89473684211,18.4210526316,0.0,0.0,25.7142857143,49.3150684932,28.7671232877,1.3698630137
E5,0.0,86.8421052632,18.4210526316,22.8571428571,5.71428571429,22.8571428571,0.0,0.0,5.47945205479
F#5,0.0,0.0,5.26315789474,0.0,5.71428571429,14.2857142857,8.21917808219,10.9589041096,2.7397260274
cn-da-eh-mb.png
,Op. l. 1,,,Op. l. 2,,,Cl. line,,
,S1,S2,S3,S1,S2,S3,S1,S2,S3
D#4,0.0,0.0,0.0,0.0,0.0,0.0,2.17391304348,0.0,0.0
G#4,0.0,0.0,0.0,45.0,15.0,0.0,2.17391304348,8.69565217391,6.52173913043
A4,0.0,0.0,0.0,0.0,0.0,0.0,4.34782608696,0.0,2.17391304348
A#4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8695652174
B4,100.0,0.0,0.0,10.0,60.0,0.0,10.8695652174,8.69565217391,60.8695652174
C#5,0.0,7.69230769231,69.2307692308,35.0,25.0,40.0,41.3043478261,41.3043478261,10.8695652174
D#5,0.0,7.69230769231,11.5384615385,0.0,0.0,30.0,39.1304347826,34.7826086957,0.0
E5,0.0,84.6153846154,19.2307692308,10.0,0.0,25.0,0.0,0.0,8.69565217391
F#5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.52173913043,0.0
cn-da-eh-yb.png
,Op. l. 1,,,Op. l. 2,,,Cl. line,,
,S1,S2,S3,S1,S2,S3,S1,S2,S3
F#4,16.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G#4,0.0,0.0,0.0,0.0,13.3333333333,0.0,0.0,3.7037037037,11.1111111111
A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.40740740741
B4,83.3333333333,0.0,0.0,46.6666666667,40.0,0.0,3.7037037037,25.9259259259,51.8518518519
C#5,0.0,0.0,33.3333333333,13.3333333333,20.0,33.3333333333,7.40740740741,33.3333333333,18.5185185185
D#5,0.0,8.33333333333,33.3333333333,0.0,0.0,20.0,66.6666666667,18.5185185185,3.7037037037
E5,0.0,91.6666666667,16.6666666667,40.0,13.3333333333,20.0,0.0,0.0,0.0
F#5,0.0,0.0,16.6666666667,0.0,13.3333333333,26.6666666667,22.2222222222,18.5185185185,7.40740740741
cn-da-xp.png
,Op. line,,,Cl. line,,
,S1,S2,S3,S1,S2,S3
D#4,0.0,0.0,0.0,0.0,0.0,1.3986013986
E4,0.0,0.0,0.704225352113,1.3986013986,0.0,6.99300699301
F#4,0.704225352113,3.54609929078,3.52112676056,0.0,0.699300699301,0.0
G#4,6.33802816901,15.6028368794,0.0,7.69230769231,32.1678321678,15.3846153846
A4,0.0,0.0,0.0,0.0,1.3986013986,0.699300699301
A#4,0.0,0.0,0.0,0.0,0.699300699301,0.0
